gvkey,CUSIP,earningsdate,,permno,ticker,ret_1day,ret_1daypost,ret_5day,ret_3day,ret_2day,yq,,,,,,,
147657,26009510,26jul2012,2012,89332,DDE,0.98793525,0.95699495,-0.04694001,-0.014415491,-0.054550972,2012q3,,,,,,,
147657,26009510,25oct2012,2012,89332,DDE,0.97629058,1.0013815,-0.02163461,0.013193686,-0.02236069,2012q4,,,,,,,
147657,26009510,24jan2013,2013,89332,DDE,0.94450927,0.99912471,-0.063117214,-0.05258894,-0.056317423,2013q1,,,,,,,
147657,26009510,25apr2013,2013,89332,DDE,0.92505378,0.97559428,-0.095839091,-0.10039105,-0.097522825,2013q2,,,,,,,
147657,26009510,25jul2013,2013,89332,DDE,0.99455613,0.99282026,0.053854473,0.000748166,-0.012584534,2013q3,,,,,,,
147657,26009510,24oct2013,2013,89332,DDE,0.99594498,0.99685252,-0.10042574,0.027280129,-0.007189722,2013q4,,,,,,,
147657,26009510,30jan2014,2014,89332,DDE,1.0169935,1.0186169,-0.024520434,0.017526548,0.035926733,2014q1,,,,,,,
147657,26009510,24apr2014,2014,89332,DDE,0.9510712,1.0116444,-0.002120702,-0.028585529,-0.037854169,2014q2,,,,,,,
147657,26009510,24jul2014,2014,89332,DDE,0.98117632,0.99815452,-0.023324251,-0.011458538,-0.020634452,2014q3,,,,,,,
147657,26009510,30oct2014,2014,89332,DDE,1.0883462,1.0278296,0.021606315,0.072511017,0.11863462,2014q4,,,,,,,
147657,26009510,29jan2015,2015,89332,DDE,1.0614177,0.98992974,0.10741635,0.042537764,0.050728932,2015q1,,,,,,,
147657,26009510,30apr2015,2015,89332,DDE,1.0279175,0.98223585,-0.028476736,-0.020037517,0.009657355,2015q2,,,,,,,
147657,26009510,30jul2015,2015,89332,DDE,0.98796105,1.0234911,0.053709701,0.003507283,0.011169362,2015q3,,,,,,,
147657,26009510,29oct2015,2015,89332,DDE,1.0023158,0.98439586,0.086326003,-0.007164237,-0.013324471,2015q4,,,,,,,
147657,26009510,28jan2016,2016,89332,DDE,1.0655798,0.94353831,0.082343385,0.037062086,0.005415372,2016q1,,,,,,,
147657,26009510,28apr2016,2016,89332,DDE,0.98178285,0.99529064,-0.012860075,-0.007665072,-0.022840684,2016q2,,,,,,,
147657,26009510,28jul2016,2016,89332,DDE,1.0274532,0.96906847,-0.022357246,-0.022055874,-0.004327501,2016q3,,,,,,,
147657,26009510,27oct2016,2016,89332,DDE,0.94311601,1.0122947,-0.053241305,-0.058957689,-0.045288645,2016q4,,,,,,,
147657,26009510,26jan2017,2017,89332,DDE,1.0225098,0.99969745,-0.008924435,-0.024270631,0.022200376,2017q1,,,,,,,
147657,26009510,27apr2017,2017,89332,DDE,0.97173822,1.0026113,0.00067382,-0.006885551,-0.025724296,2017q2,,,,,,,
147657,26009510,27jul2017,2017,89332,DDE,0.97497588,0.96411836,-0.071128279,-0.051382411,-0.060007844,2017q3,,,,,,,
147657,26009510,26oct2017,2017,89332,DDE,0.97276616,1.0000415,-0.0356691,-0.018023495,-0.027193548,2017q4,,,,,,,
147657,26009510,25jan2018,2018,89332,DDE,0.99992388,1.0376544,0.16473982,0.072528698,0.037575442,2018q1,,,,,,,
147657,26009510,26apr2018,2018,89332,DDE,1.171436,0.96743834,0.079278998,0.14100118,0.13329197,2018q2,,,,,,,
147657,26009510,26jul2018,2018,89332,DDE,0.9983325,0.95586652,-0.039597102,-0.074685745,-0.045727372,2018q3,,,,,,,
147657,26009510,25oct2018,2018,89332,DDE,0.97856766,1.0235115,-0.007949147,0.020422075,0.001575285,2018q4,,,,,,,
147657,26009510,24jan2019,2019,89332,DDE,1.0046737,0.97933602,0.008643232,-0.009980558,-0.016086847,2019q1,,,,,,,
063708,26017410,29apr2010,2010,84026,DVD,1.0514729,0.97753805,-0.016986215,0.008323695,0.027854769,2010q2,,,,,,,
063708,26017410,29jul2010,2010,84026,DVD,1.0088389,0.9984867,-0.141452,-0.081921443,0.007312262,2010q3,,,,,,,
063708,26017410,28oct2010,2010,84026,DVD,0.98665732,1.0100435,-0.025334749,-0.033160325,-0.003433195,2010q4,,,,,,,
063708,26017410,27jan2011,2011,84026,DVD,0.9925192,1.0118254,-0.017053775,0.002292008,0.004256143,2011q1,,,,,,,
063708,26017410,28apr2011,2011,84026,DVD,1.0022233,0.99688113,0.028720139,-0.007047212,-0.000902591,2011q2,,,,,,,
063708,26017410,28jul2011,2011,84026,DVD,1.0029351,1.0165362,0.016953262,0.004031418,0.0195198,2011q3,,,,,,,
063708,26017410,27oct2011,2011,84026,DVD,0.89295024,0.97107393,-0.13517027,-0.18658897,-0.1328793,2011q4,,,,,,,
063708,26017410,26jan2012,2012,84026,DVD,0.96786565,0.9532215,0.017292788,0.073863834,-0.077409692,2012q1,,,,,,,
063708,26017410,26apr2012,2012,84026,DVD,1.0135096,1.0020369,-0.069920778,-0.031808436,0.01557404,2012q2,,,,,,,
063708,26017410,26jul2012,2012,84026,DVD,1.0987818,1.0167643,0.11965023,0.11330054,0.1172021,2012q3,,,,,,,
063708,26017410,25oct2012,2012,84026,DVD,0.98965645,1.0184028,0.059389438,0.024899829,0.007868923,2012q4,,,,,,,
063708,26017410,24jan2013,2013,84026,DVD,0.98278695,0.98913175,-0.066170193,-0.025479665,-0.027894173,2013q1,,,,,,,
063708,26017410,25apr2013,2013,84026,DVD,1.0046691,0.99295229,-0.006475054,0.000233877,-0.002411523,2013q2,,,,,,,
063708,26017410,25jul2013,2013,84026,DVD,0.99603277,1.0211391,0.11835278,0.053319652,0.017088123,2013q3,,,,,,,
063708,26017410,24oct2013,2013,84026,DVD,0.95375091,1.005663,0.003773025,-0.045769021,-0.040847886,2013q4,,,,,,,
063708,26017410,30jan2014,2014,84026,DVD,1.0570056,1.0015228,0.086676486,0.050138894,0.058615237,2014q1,,,,,,,
063708,26017410,24apr2014,2014,84026,DVD,1.0037657,1.0094705,0.022745529,0.007059931,0.013271859,2014q2,,,,,,,
063708,26017410,24jul2014,2014,84026,DVD,1.0292466,1.0189135,0.003563383,0.038413316,0.048713334,2014q3,,,,,,,
063708,26017410,30oct2014,2014,84026,DVD,0.97011667,1.0131536,-0.02161411,0.014487266,-0.017122824,2014q4,,,,,,,
063708,26017410,29jan2015,2015,84026,DVD,0.98019677,1.0197856,-0.01396983,0.021250993,-0.00040948,2015q1,,,,,,,
063708,26017410,30apr2015,2015,84026,DVD,1.0315094,0.93764913,-0.016593469,-0.020884559,-0.032806102,2015q2,,,,,,,
063708,26017410,30jul2015,2015,84026,DVD,1.0257456,0.99649668,0.032833301,0.00990397,0.022152139,2015q3,,,,,,,
063708,26017410,29oct2015,2015,84026,DVD,0.99161386,1.0129724,0.012337578,0.001525186,0.004477382,2015q4,,,,,,,
063708,26017410,28jan2016,2016,84026,DVD,0.98583239,0.99849463,-0.012105151,0.003801625,-0.015651658,2016q1,,,,,,,
063708,26017410,28apr2016,2016,84026,DVD,1.0172642,0.97429258,-0.032656405,-0.032767545,-0.008887042,2016q2,,,,,,,
063708,26017410,28jul2016,2016,84026,DVD,0.99358767,0.99737036,0.006135324,-0.026230996,-0.009025128,2016q3,,,,,,,
063708,26017410,27oct2016,2016,84026,DVD,1.0349134,0.94657248,0.015772652,-0.007455195,-0.020379469,2016q4,,,,,,,
063708,26017410,26jan2017,2017,84026,DVD,0.95948374,0.97985953,-0.061957397,-0.067435764,-0.059840698,2017q1,,,,,,,
063708,26017410,27apr2017,2017,84026,DVD,0.97623056,1.0026113,-0.011225671,-0.032632139,-0.021220205,2017q2,,,,,,,
063708,26017410,27jul2017,2017,84026,DVD,0.99965984,0.97667611,-0.046006858,-0.04449458,-0.023656152,2017q3,,,,,,,
063708,26017410,26oct2017,2017,84026,DVD,1.0241411,0.96741086,-0.040391766,-0.016418859,-0.00923476,2017q4,,,,,,,
063708,26017410,25jan2018,2018,84026,DVD,0.95114344,1.0413173,0.005920104,0.001092165,-0.009557852,2018q1,,,,,,,
063708,26017410,26apr2018,2018,84026,DVD,1.015375,0.99928552,-0.005100909,0.013864917,0.014649509,2018q2,,,,,,,
063708,26017410,26jul2018,2018,84026,DVD,1.0265583,1.0076464,0.000789455,0.02585949,0.03440778,2018q3,,,,,,,
063708,26017410,25oct2018,2018,84026,DVD,0.97841793,1.0107945,0.009716019,0.018712875,-0.011020484,2018q4,,,,,,,
063708,26017410,24jan2019,2019,84026,DVD,0.99721104,0.98544711,-0.021141466,-0.02832089,-0.017301256,2019q1,,,,,,,
063708,26017410,25apr2019,2019,84026,DVD,1.0107665,0.98541492,0.044535689,0.041599032,-0.003975582,2019q2,,,,,,,
063708,26017410,25jul2019,2019,84026,DVD,1.0012808,1.0289657,0.044000462,0.029593674,0.03028358,2019q3,,,,,,,
063708,26017410,24oct2019,2019,84026,DVD,1.0081751,1.0167621,0.004858489,0.025342355,0.025074311,2019q4,,,,,,,
063708,26017410,30jan2020,2020,84026,DVD,0.975362,1.0334015,-0.016225945,0.01743995,0.007940576,2020q1,,,,,,,
063708,26017410,30apr2020,2020,84026,DVD,1.0336914,0.99276805,0.15847351,0.18317834,0.026215738,2020q2,,,,,,,
063708,26017410,30jul2020,2020,84026,DVD,0.99687129,0.98158664,-0.026958482,-0.027828811,-0.021484485,2020q3,,,,,,,
063708,26017410,29oct2020,2020,84026,DVD,1.0378027,1.0131121,0.12942171,0.078703456,0.051410537,2020q4,,,,,,,
063708,26017410,28jan2021,2021,84026,DVD,0.90451676,1.0270774,-0.15483893,-0.13177957,-0.070991255,2021q1,,,,,,,
063708,26017410,29apr2021,2021,84026,DVD,0.95574158,1.064612,0.065294385,0.031351972,0.01749401,2021q2,,,,,,,
063708,26017410,29jul2021,2021,84026,DVD,1.0295324,0.98539776,0.18048625,0.033861946,0.014498923,2021q3,,,,,,,
063708,26017410,28oct2021,2021,84026,DVD,0.98001832,0.99462175,-0.045609064,-0.050804596,-0.025252411,2021q4,,,,,,,
165053,26041210,11may2010,2010,90969,DOVR,0.94802386,0.9543187,-0.13308707,-0.19702107,-0.095283121,2010q2,,,,,,,
165053,26041210,10aug2010,2010,90969,DOVR,0.98145097,1.0472369,0.061113171,0.07519798,0.027811717,2010q3,,,,,,,
165053,26041210,09nov2010,2010,90969,DOVR,0.99580443,1.0041943,-0.079660438,-0.050159045,-1.89E-05,2010q4,,,,,,,
165053,26041210,29mar2011,2011,90969,DOVR,0.99990749,1.0584483,-0.009223291,0.060635027,0.058350366,2011q1,,,,,,,
165053,26041210,10may2011,2011,90969,DOVR,1.01756,0.9252727,-0.11094794,-0.066018656,-0.058479495,2011q2,,,,,,,
165053,26041210,09aug2011,2011,90969,DOVR,0.83849967,1.1250464,-0.12187549,0.003357244,-0.056649033,2011q3,,,,,,,
165053,26041210,08nov2011,2011,90969,DOVR,1.0239193,1.0039188,0.017840546,0.045612283,0.027931867,2011q4,,,,,,,
165053,26041210,27mar2012,2012,90969,DOVR,1.0340315,0.94236082,-0.046899233,-0.039176419,-0.025569282,2012q1,,,,,,,
165053,26041210,08may2012,2012,90969,DOVR,1.0122358,1.0037403,0.017681731,0.015457509,0.016021805,2012q2,,,,,,,
165053,26041210,08aug2012,2012,90969,DOVR,0.99742258,0.94787133,-0.079922915,-0.056026559,-0.054571748,2012q3,,,,,,,
165053,26041210,13nov2012,2012,90969,DOVR,0.95402104,1.0480344,-0.081793286,-0.045270707,-0.000153125,2012q4,,,,,,,
165053,26041210,26mar2013,2013,90969,DOVR,0.99272758,0.96064401,-0.036587596,-0.050908115,-0.046342172,2013q1,,,,,,,
165053,26041210,05jun2013,2013,90969,DOVR,1.0296469,0.89630842,-0.086009063,-0.079989828,-0.077118844,2013q2,,,,,,,
165053,26041210,08aug2013,2013,90969,DOVR,1.0267307,1.0382795,-0.013139671,0.037620567,0.066033483,2013q3,,,,,,,
165053,26041210,12nov2013,2013,90969,DOVR,0.98964387,1.0023324,0.046996359,0.003620026,-0.008047873,2013q4,,,,,,,
165053,26041210,10feb2014,2014,90969,DOVR,0.96587378,1.0323913,0.021164743,0.022017481,-0.002840283,2014q1,,,,,,,
165053,26041210,08may2014,2014,90969,DOVR,1.0286077,0.97496325,0.018779932,0.012564272,0.002854746,2014q2,,,,,,,
165053,26041210,11aug2014,2014,90969,DOVR,0.97153503,0.96336353,-0.1007967,-0.031991079,-0.064058632,2014q3,,,,,,,
165053,26041210,06nov2014,2014,90969,DOVR,0.99620509,1.0000017,-0.034459304,0.007514119,-0.003793193,2014q4,,,,,,,
165053,26041210,25mar2015,2015,90969,DOVR,1.1062242,1.0275896,0.058182769,0.14193726,0.13674435,2015q1,,,,,,,
165053,26041210,15may2015,2015,90969,DOVR,1.0001231,0.99783701,-0.008884099,-0.009370907,-0.002040133,2015q2,,,,,,,
034443,26055710,03may2019,2019,18428,DOW,1.0004822,1.0068207,-0.053250533,-0.052566256,0.007306251,2019q2,,,,,,,
034443,26055710,25jul2019,2019,18428,DOW,0.96811932,0.9599998,-0.082924113,-0.073186375,-0.070605643,2019q3,,,,,,,
034443,26055710,24oct2019,2019,18428,DOW,1.0450764,1.0163451,0.085316189,0.068934739,0.062158272,2019q4,,,,,,,
034443,26055710,29jan2020,2020,18428,DOW,1.0543832,0.97306055,-0.010851276,0.015679965,0.025978638,2020q1,,,,,,,
034443,26055710,30apr2020,2020,18428,DOW,0.9922592,0.95281607,-0.068326347,-0.039677944,-0.054559469,2020q2,,,,,,,
034443,26055710,23jul2020,2020,18428,DOW,0.97662812,1.0020821,0.00178592,0.003193317,-0.021338433,2020q3,,,,,,,
034443,26055710,22oct2020,2020,18428,DOW,0.99943101,0.99024278,-0.04184854,-0.022761941,-0.010320616,2020q4,,,,,,,
034443,26055710,28jan2021,2021,18428,DOW,0.99053985,0.97203839,-0.017026123,-0.036634486,-0.03715726,2021q1,,,,,,,
034443,26055710,22apr2021,2021,18428,DOW,0.94723892,1.0073404,-0.016423365,-0.020835282,-0.045807928,2021q2,,,,,,,
034443,26055710,22jul2021,2021,18428,DOW,1.012272,0.98496717,0.041591637,0.006291202,-0.002945311,2021q3,,,,,,,
034443,26055710,21oct2021,2021,18428,DOW,0.98653674,0.98718739,-0.018489977,-0.018376339,-0.026103355,2021q4,,,,,,,
034443,26055710,27jan2022,2022,18428,DOW,1.059836,0.97520047,0.035852809,0.037974972,0.033552535,2022q1,,,,,,,
034443,26055710,21apr2022,2022,18428,DOW,1.0460386,1.0118521,0.073742211,0.067082264,0.05843639,2022q2,,,,,,,
034443,26055710,21jul2022,2022,18428,DOW,0.96876669,0.99976885,-0.019079637,-0.037235904,-0.031457242,2022q3,,,,,,,
034443,26055710,20oct2022,2022,18428,DOW,1.0030664,1.0210598,-0.000424519,0.0057494,0.024190705,2022q4,,,,,,,
034443,26055710,26jan2023,2023,18428,DOW,0.99359167,1.0111516,0.003225326,-0.001019906,0.004671695,2023q1,,,,,,,
034443,26055710,25apr2023,2023,18428,DOW,0.96452093,1.0056144,-0.012516007,-0.021240778,-0.030063815,2023q2,,,,,,,
034443,26055710,25jul2023,2023,18428,DOW,1.01539,1.0033145,0.035389986,0.005819055,0.018755566,2023q3,,,,,,,
034443,26055710,24oct2023,2023,18428,DOW,1.0137794,0.98014688,0.007069311,-0.019148538,-0.006347271,2023q4,,,,,,,
034443,26055710,25jan2024,2024,18428,DOW,1.0296432,0.98393857,-0.001551519,-0.001978807,0.013105658,2024q1,,,,,,,
034443,26055710,25apr2024,2024,18428,DOW,0.99448061,1.0056449,0.010667198,0.00479158,9.43423E-05,2024q2,,,,,,,
034443,26055710,25jul2024,2024,18428,DOW,0.99443626,0.98886949,0.01123628,-0.008715167,-0.016632341,2024q3,,,,,,,
034443,26055710,24oct2024,2024,18428,DOW,0.98767447,0.97583371,-0.047798481,-0.038599014,-0.036193915,2024q4,,,,,,,
179700,26138E10,06may2010,2010,92618,DPS,1.0437217,1.0551375,0.12010508,0.13659889,0.10126994,2010q2,,,,,,,
179700,26138E10,29jul2010,2010,92618,DPS,0.97355413,1.0100708,-0.058417246,-0.045717876,-0.016641432,2010q3,,,,,,,
179700,26138E10,27oct2010,2010,92618,DPS,1.0254517,0.99940771,0.017417382,0.017303945,0.024844248,2010q4,,,,,,,
179700,26138E10,17feb2011,2011,92618,DPS,1.0529872,1.0045788,0.061725609,0.05761813,0.057808645,2011q1,,,,,,,
179700,26138E10,27apr2011,2011,92618,DPS,1.0308677,0.986085,-0.00036365,0.005096119,0.016523184,2011q2,,,,,,,
179700,26138E10,27jul2011,2011,92618,DPS,0.99617094,0.99309808,-0.01674149,-0.008205833,-0.010704524,2011q3,,,,,,,
179700,26138E10,26oct2011,2011,92618,DPS,0.9521302,0.93578577,-0.072082452,-0.10865667,-0.10901012,2011q4,,,,,,,
179700,26138E10,15feb2012,2012,92618,DPS,1.0244217,0.99003136,0.006244935,0.028120695,0.014209674,2012q1,,,,,,,
179700,26138E10,25apr2012,2012,92618,DPS,0.96112567,1.003345,-0.00854717,-0.030102355,-0.035659388,2012q2,,,,,,,
179700,26138E10,26jul2012,2012,92618,DPS,1.0048206,1.001874,0.021602346,0.015972547,0.006703542,2012q3,,,,,,,
179700,26138E10,24oct2012,2012,92618,DPS,0.96992213,1.003974,-0.022453476,-0.019786688,-0.026223455,2012q4,,,,,,,
179700,26138E10,13feb2013,2013,92618,DPS,0.9405793,1.0017118,-0.062231913,-0.061949529,-0.057810534,2013q1,,,,,,,
179700,26138E10,24apr2013,2013,92618,DPS,1.0064019,0.99360114,-0.016908318,-0.012269518,-3.79E-05,2013q2,,,,,,,
179700,26138E10,24jul2013,2013,92618,DPS,0.97639757,0.99149913,-0.015604936,-0.033606779,-0.031902649,2013q3,,,,,,,
179700,26138E10,23oct2013,2013,92618,DPS,1.0299938,0.99594498,0.04796223,0.029034281,0.025817081,2013q4,,,,,,,
179700,26138E10,12feb2014,2014,92618,DPS,1.0211409,0.99464357,0.012781428,0.009077036,0.015671311,2014q1,,,,,,,
179700,26138E10,23apr2014,2014,92618,DPS,1.0426514,0.98716688,0.059268456,0.020407194,0.029270966,2014q2,,,,,,,
179700,26138E10,24jul2014,2014,92618,DPS,1.0432193,1.014536,0.041978057,0.052284051,0.058383584,2014q3,,,,,,,
179700,26138E10,23oct2014,2014,92618,DPS,1.0109607,0.99174631,0.017284401,0.012591432,0.002616491,2014q4,,,,,,,
179700,26138E10,12feb2015,2015,92618,DPS,0.97460258,0.97802567,-0.026434939,-0.037996396,-0.046813622,2015q1,,,,,,,
179700,26138E10,23apr2015,2015,92618,DPS,0.9982217,0.99769735,-0.043365564,-0.01298073,-0.004076881,2015q2,,,,,,,
179700,26138E10,23jul2015,2015,92618,DPS,0.98690552,1.0185697,0.01540327,0.006837554,0.005232092,2015q3,,,,,,,
179700,26138E10,22oct2015,2015,92618,DPS,1.0424253,0.99373794,0.059947219,0.045310058,0.035897568,2015q4,,,,,,,
179700,26138E10,17feb2016,2016,92618,DPS,0.95277399,1.0110272,-0.052120063,-0.05333538,-0.036719568,2016q1,,,,,,,
179700,26138E10,27apr2016,2016,92618,DPS,1.026968,1.0111134,0.050915759,0.036673147,0.03838113,2016q2,,,,,,,
179700,26138E10,27jul2016,2016,92618,DPS,0.99105591,1.0156868,-0.002573778,-0.003545063,0.006602296,2016q3,,,,,,,
179700,26138E10,27oct2016,2016,92618,DPS,0.98683167,1.0157772,-0.001505326,0.008475787,0.002401175,2016q4,,,,,,,
179700,26138E10,14feb2017,2017,92618,DPS,0.99162585,0.99252915,-0.009527729,-0.02109758,-0.015782442,2017q1,,,,,,,
179700,26138E10,26apr2017,2017,92618,DPS,0.94492811,0.99132848,-0.07982263,-0.06732364,-0.063265897,2017q2,,,,,,,
179700,26138E10,27jul2017,2017,92618,DPS,1.0007907,0.9881357,-0.007407425,-0.008200591,-0.011082948,2017q3,,,,,,,
179700,26138E10,25oct2017,2017,92618,DPS,0.95870107,1.0094917,-0.06011232,-0.040444069,-0.032199215,2017q4,,,,,,,
179700,26138E10,14feb2018,2018,92618,DPS,0.97666878,0.99410993,-0.028224947,-0.038467091,-0.029083868,2018q1,,,,,,,
179700,26138E10,25apr2018,2018,92618,DPS,1.0067183,0.99198735,0.008821672,0.001014394,-0.001348186,2018q2,,,,,,,
036404,26142V10,14aug2020,2020,18835,DKNG,0.94130749,1.0176886,0.07446786,0.024112562,-0.042042051,2020q3,,,,,,,
036404,26142V10,13nov2020,2020,18835,DKNG,1.0252525,0.98509854,0.13888162,0.010281246,0.009974703,2020q4,,,,,,,
036404,26142V10,26feb2021,2021,18835,DKNG,1.0681949,1.0920883,0.12702593,0.14980343,0.16656323,2021q1,,,,,,,
036404,26142V10,07may2021,2021,18835,DKNG,0.92445505,0.94866925,-0.22875826,-0.19417094,-0.12299793,2021q2,,,,,,,
036404,26142V10,06aug2021,2021,18835,DKNG,1.0211643,1.01533,0.060978428,0.067939676,0.036818657,2021q3,,,,,,,
036404,26142V10,05nov2021,2021,18835,DKNG,0.972269,1.0246085,-0.11879344,-0.052683882,-0.003804904,2021q4,,,,,,,
036404,26142V10,18feb2022,2022,18835,DKNG,0.79206812,1.086423,-0.006529731,-0.15601236,-0.13947898,2022q1,,,,,,,
036404,26142V10,06may2022,2022,18835,DKNG,0.91906077,0.87122881,-0.2733435,-0.23590301,-0.19928776,2022q2,,,,,,,
036404,26142V10,05aug2022,2022,18835,DKNG,1.0981772,1.0249563,0.13332623,0.095328957,0.12558368,2022q3,,,,,,,
036404,26142V10,04nov2022,2022,18835,DKNG,0.70853561,1.0352231,-0.26741901,-0.27150187,-0.26650754,2022q4,,,,,,,
036404,26142V10,16feb2023,2023,18835,DKNG,1.0143926,1.1562177,0.21530613,0.25102848,0.17285866,2023q1,,,,,,,
036404,26142V10,04may2023,2023,18835,DKNG,0.97900867,1.1347098,0.10538183,0.11110786,0.11089072,2023q2,,,,,,,
036404,26142V10,03aug2023,2023,18835,DKNG,0.9941029,1.0625478,0.023706621,0.027618436,0.056281846,2023q3,,,,,,,
036404,26142V10,02nov2023,2023,18835,DKNG,1.0441059,1.1529013,0.2491079,0.17514518,0.20375112,2023q4,,,,,,,
036404,26142V10,15feb2024,2024,18835,DKNG,1.0049448,1.0071874,-0.053076398,0.028733753,0.012167647,2024q1,,,,,,,
036404,26142V10,02may2024,2024,18835,DKNG,1.0187554,0.96045178,0.010348454,-0.01328214,-0.021534577,2024q2,,,,,,,
036404,26142V10,01aug2024,2024,18835,DKNG,0.97589946,0.92206866,-0.088037908,-0.086068675,-0.10015367,2024q3,,,,,,,
036404,26142V10,07nov2024,2024,18835,DKNG,1.0119704,1.0256604,0.10581507,0.062420838,0.037937962,2024q4,,,,,,,
160912,26153C10,27apr2010,2010,90374,DWA,1.0091938,0.97162467,-0.045721635,-0.00868787,-0.019442482,2010q2,,,,,,,
160912,26153C10,27jul2010,2010,90374,DWA,1.0151668,0.99904269,0.001695988,0.021329552,0.014194959,2010q3,,,,,,,
160912,26153C10,26oct2010,2010,90374,DWA,1.0347434,1.0338753,0.062086035,0.068394884,0.069795728,2010q4,,,,,,,
160912,26153C10,24feb2011,2011,90374,DWA,1.00263,0.95930511,0.016875114,-0.030657448,-0.038171899,2011q1,,,,,,,
160912,26153C10,26apr2011,2011,90374,DWA,0.98738611,0.96354681,-0.022249773,-0.037538446,-0.048607249,2011q2,,,,,,,
160912,26153C10,26jul2011,2011,90374,DWA,0.98343229,1.0455315,0.080907315,0.082534492,0.028209424,2011q3,,,,,,,
160912,26153C10,25oct2011,2011,90374,DWA,0.98964769,1.0436411,0.007474389,0.003056509,0.032837,2011q4,,,,,,,
160912,26153C10,28feb2012,2012,90374,DWA,1.0178703,0.88405567,-0.088339441,-0.11012396,-0.100146,2012q1,,,,,,,
160912,26153C10,02may2012,2012,90374,DWA,1.0219392,0.93519211,-0.023451487,-0.044174548,-0.044290591,2012q2,,,,,,,
160912,26153C10,31jul2012,2012,90374,DWA,1.0060372,0.94145381,-0.096721895,-0.083877608,-0.052862473,2012q3,,,,,,,
160912,26153C10,01nov2012,2012,90374,DWA,0.99858522,1.076703,0.055927064,0.10284583,0.075179689,2012q4,,,,,,,
160912,26153C10,26feb2013,2013,90374,DWA,0.98185873,0.96966392,-0.013853666,-0.045533247,-0.047926992,2013q1,,,,,,,
160912,26153C10,30apr2013,2013,90374,DWA,0.99689913,1.0837396,0.074058972,0.064066716,0.080379084,2013q2,,,,,,,
160912,26153C10,31jul2013,2013,90374,DWA,1.0191506,1.0761881,0.12312818,0.0981654,0.096797787,2013q3,,,,,,,
160912,26153C10,29oct2013,2013,90374,DWA,1.0046307,1.1792809,0.20629565,0.16406319,0.18474184,2013q4,,,,,,,
160912,26153C10,25feb2014,2014,90374,DWA,1.0113111,0.87709129,-0.11061192,-0.074661411,-0.11298791,2014q1,,,,,,,
160912,26153C10,29apr2014,2014,90374,DWA,0.98984253,0.90785742,-0.096708715,-0.11469548,-0.10136414,2014q2,,,,,,,
160912,26153C10,29jul2014,2014,90374,DWA,0.99123484,0.88138461,-0.11607323,-0.1375417,-0.12634085,2014q3,,,,,,,
160912,26153C10,29oct2014,2014,90374,DWA,0.98287779,0.94091254,-0.067422323,-0.057751045,-0.07519798,2014q4,,,,,,,
160912,26153C10,24feb2015,2015,90374,DWA,1.0224396,1.0584607,0.054166418,0.097276643,0.082212135,2015q1,,,,,,,
160912,26153C10,30apr2015,2015,90374,DWA,0.98780394,0.94734895,-0.004981758,-0.011029119,-0.064204976,2015q2,,,,,,,
160912,26153C10,04aug2015,2015,90374,DWA,1.0088571,0.87315488,-0.15055861,-0.12683858,-0.11911147,2015q3,,,,,,,
160912,26153C10,05nov2015,2015,90374,DWA,1.0048715,1.1473404,0.18133663,0.14717665,0.15292962,2015q4,,,,,,,
160912,26153C10,23feb2016,2016,90374,DWA,0.99086851,1.2120359,0.17732768,0.22597802,0.20096819,2016q1,,,,,,,
160912,26153C10,05may2016,2016,90374,DWA,0.99856198,1.0021363,-0.007020983,0.005867147,0.000695249,2016q2,,,,,,,
160912,26153C10,03aug2016,2016,90374,DWA,0.99561501,0.99918598,-0.006303251,0.001872843,-0.005195451,2016q3,,,,,,,
037793,26154D10,16mar2021,2021,20344,DFH,0.95941764,0.96809113,-0.1529309,-0.061281133,-0.07119634,2021q1,,,,,,,
037793,26154D10,12may2021,2021,20344,DFH,0.91448617,1.0123006,-0.078086905,-0.074752055,-0.074265033,2021q2,,,,,,,
037793,26154D10,10aug2021,2021,20344,DFH,0.93665278,0.97134691,-0.15425599,-0.1023156,-0.09018521,2021q3,,,,,,,
037793,26154D10,10nov2021,2021,20344,DFH,1.0140747,1.0185724,0.10731488,0.040896453,0.032908618,2021q4,,,,,,,
037793,26154D10,16mar2022,2022,20344,DFH,1.0056195,1.0050944,-0.059899092,0.066233933,0.010742545,2022q1,,,,,,,
037793,26154D10,10may2022,2022,20344,DFH,0.96606261,0.98519319,0.006317058,-0.045626685,-0.048241738,2022q2,,,,,,,
037793,26154D10,04aug2022,2022,20344,DFH,1.0437125,0.93450063,-0.026099807,-0.021614024,-0.02465003,2022q3,,,,,,,
037793,26154D10,03nov2022,2022,20344,DFH,1.0370226,0.99337804,-0.060743455,-0.008634726,0.030155422,2022q4,,,,,,,
037793,26154D10,02mar2023,2023,20344,DFH,0.99189568,0.98284996,0.026944065,0.015241354,-0.02511538,2023q1,,,,,,,
037793,26154D10,04may2023,2023,20344,DFH,0.98399448,1.0286633,0.049049657,0.013612053,0.012198967,2023q2,,,,,,,
037793,26154D10,02aug2023,2023,20344,DFH,1.0049975,0.98877305,0.2158388,-0.041607141,-0.006285553,2023q3,,,,,,,
037793,26154D10,02nov2023,2023,20344,DFH,1.0594233,1.0226457,0.11711752,0.10267928,0.083414771,2023q4,,,,,,,
