gvkey,CUSIP,ticker,CIK,CoName,cik_source
109181,16942310,CRTP,,,not_found
181617,21924P10,CRTX,1145404.0,CORNERSTONE THERAPEUTICS INC,cusip_link
35102,22053A10,CRTX,1662774.0,Cortexyme Inc,cusip_link
16401,17275510,CRUS,772406.0,"CIRRUS LOGIC, INC.",ticker_fallback
3129,19034510,CRV,,,not_found
26895,22101510,CRVS,1626971.0,"Corvus Pharmaceuticals, Inc.",ticker_fallback
35182,22788C10,CRWD,1535527.0,CrowdStrike Holdings Inc,cusip_link
134026,22841110,CRWN,,,not_found
3622,22830910,CRWS,25895.0,CROWN CRAFTS INC,ticker_fallback
185946,18271L10,CRXT,1817944.0,Clarus Therapeutics Holdings Inc,cusip_link
27823,22890310,CRY,,,not_found
65220,14457710,CRZO,,,not_found
3336,23355L10,CSC,1688568.0,DXC Technology Co,cusip_link
141389,14732210,CSCD,,,not_found
20779,17275R10,CSCO,858877.0,CISCO SYSTEMS INC,cusip_link
147451,14141A10,CSCX,1323115.0,CARDIAC SCIENCE CORP,cusip_link
112111,22160N10,CSGP,1057352.0,COSTAR GROUP INC,cusip_link
62266,12634910,CSGS,,,not_found
13032,14754D10,CSH,807884.0,CASH AMERICA INTERNATIONAL INC,cusip_link
179413,14161910,CSII,,,not_found
61205,16941P10,CSKI,798985.0,CHINA SKY ONE MEDICAL INC,cusip_link
2771,14233910,CSL,790051.0,CARLISLE COMPANIES INC,ticker_fallback
38059,20460L10,CSLR,1838987.0,Complete Solaria Inc,cusip_link
19773,14862Q10,CSLT,1433714.0,CASTLIGHT HEALTH INC,cusip_link
185646,21925Y10,CSOD,,,not_found
2573,12638910,CSPI,356037.0,CSP INC /MA/,ticker_fallback
36050,14762610,CSPR,,,not_found
166028,16942J10,CSR,1260625.0,CHINA SECURITY & SURVEILLANCE TECHNOLOGY INC,cusip_link
26304,12650T10,CSRA,1646383.0,CSRA Inc,cusip_link
2556,12590610,CSS,,,not_found
32322,16842Q10,CSSE,1679063.0,Chicken Soup for the Soul Entertainment Inc,cusip_link
17699,12646R10,CST,,,not_found
35396,14843C10,CSTL,1447362.0,CASTLE BIOSCIENCES INC,cusip_link
65026,69007010,CSTR,,,not_found
65732,14047520,CSU,,,not_found
63456,14390510,CSV,1016281.0,CARRIAGE SERVICES INC,ticker_fallback
24601,12640210,CSWI,,,not_found
2574,12640810,CSX,277948.0,CSX CORP,ticker_fallback
3062,17290810,CTAS,723254.0,CINTAS CORP,ticker_fallback
3502,21683110,CTB,,,not_found
178493,21031310,CTCT,,,not_found
116829,23258P10,CTEK,1011432.0,CYNERGISTEK INC,cusip_link
181445,83002F10,CTEK,1382219.0,6D Global Technologies Inc,cusip_link
140761,16945310,CTFO,,,not_found
186109,21077F10,CTGO,1502377.0,Contango ORE Inc,cusip_link
3342,20547710,CTGX,,,not_found
65850,15976520,CTHR,,,not_found
64515,12648L60,CTIC,891293.0,CTI BIOPHARMA CORP,cusip_link
39246,23285D10,CTKB,1831915.0,Cytek Biosciences Inc,cusip_link
2884,55024110,CTL,,,not_found
20228,14880610,CTLT,,,not_found
24035,14838T20,CTM,1877939.0,Castellum Inc,cusip_link
26112,23284F10,CTMX,1501989.0,CytomX Therapeutics Inc,cusip_link
45151,21217B10,CTNM,1855175.0,Contineum Therapeutics Inc,cusip_link
42891,16307X20,CTNT,1951667.0,CHEETAH NET SUPPLY CHAIN SERVICE INC.,ticker_fallback
38840,17331Y10,CTOR,1851484.0,CITIUS ONCOLOGY INC,cusip_link
185926,22945C10,CTP,1439199.0,CTPARTNERS EXECUTIVE SEARCH INC,cusip_link
27841,02076410,CTRA,1704715.0,Alpha Metallurgical Resources Inc,cusip_link
45232,15592310,CTRI,1981599.0,"Centuri Holdings, Inc.",ticker_fallback
18291,21240D10,CTRL,1259515.0,CONTROL4 CORP,cusip_link
163051,17306X10,CTRN,1318484.0,CITI TRENDS INC,cusip_link
2577,12650110,CTS,26058.0,CTS CORP,ticker_fallback
111864,19244610,CTSH,1058290.0,COGNIZANT TECHNOLOGY SOLUTIONS CORP,ticker_fallback
163965,23283X20,CTSO,1175151.0,Cytosorbents Corp,cusip_link
65142,20337210,CTV,,,not_found
37909,45767910,CTV,,,not_found
35168,22052L10,CTVA,1755672.0,Corteva Inc,cusip_link
3394,20779710,CTWS,,,not_found
21807,17322U30,CTXR,1506251.0,"Citius Pharmaceuticals, Inc.",ticker_fallback
61676,17737610,CTXS,,,not_found
3639,22966910,CUB,2015955.0,Lionheart Holdings,ticker_fallback
18838,06832310,CUDA,1348334.0,BARRACUDA NETWORKS INC,cusip_link
32674,22978P10,CUE,1645460.0,Cue Biopharma Inc,cusip_link
18885,22979430,CUEN,1424657.0,Cuentas Inc.,ticker_fallback
65675,68559A20,CUI,,,not_found
3465,21161530,CUO,,,not_found
37214,23130Q10,CURI,1776909.0,CuriosityStream Inc,cusip_link
39156,89142B10,CURV,1792781.0,Torrid Holdings Inc,cusip_link
146648,23210910,CUTR,,,not_found
2870,15577110,CV,1378325.0,"CapsoVision, Inc",ticker_fallback
23485,22282E10,CVA,225648.0,COVANTA HOLDING CORP,cusip_link
2820,14956810,CVCO,278166.0,"CAVCO INDUSTRIES, INC.",ticker_fallback
64162,22281610,CVD,,,not_found
34765,22304C10,CVET,1752836.0,COVETRUS INC,cusip_link
113419,21248510,CVG,,,not_found
160570,20260810,CVGI,1290900.0,"Commercial Vehicle Group, Inc.",ticker_fallback
147708,12824610,CVGW,,,not_found
178672,12662P10,CVI,1376139.0,CVR ENERGY INC,cusip_link
33588,22305A10,CVIA,1722287.0,Covia Holdings Corp,cusip_link
41616,12763620,CVKD,1937993.0,"Cadrenal Therapeutics, Inc.",ticker_fallback
174077,20416610,CVLT,1169561.0,COMMVAULT SYSTEMS INC,ticker_fallback
30999,14686910,CVNA,1690820.0,CARVANA CO.,ticker_fallback
61338,15670S40,CVO,920321.0,CENVEO INC,cusip_link
33150,21248110,CVON,,,not_found
2999,16808810,CVR,19871.0,CHICAGO RIVET & MACHINE CO,ticker_fallback
15093,12663P10,CVRR,1558785.0,CVR Refining LP,cusip_link
21520,21873010,CVRS,,,not_found
39127,12663810,CVRX,1235912.0,"CVRx, Inc.",ticker_fallback
7241,12665010,CVS,64803.0,CVS HEALTH Corp,ticker_fallback
14864,46645Q10,CVSL,1403085.0,JRjr33 Inc,cusip_link
37356,12667710,CVT,,,not_found
18322,23247G10,CVT,1122897.0,CVENT INC,cusip_link
30877,22284P10,CVTI,928658.0,COVENANT LOGISTICS GROUP INC,cusip_link
25726,12591930,CVU,889348.0,CPI AEROSTRUCTURES INC,ticker_fallback
2581,12660110,CVV,766792.0,CVD EQUIPMENT CORP,ticker_fallback
116284,16947620,CVVT,,,not_found
2991,16676410,CVX,93410.0,CHEVRON CORP,ticker_fallback
3662,23156110,CW,26324.0,CURTISS WRIGHT CORP,ticker_fallback
39554,18512310,CWAN,1866368.0,"Clearwater Analytics Holdings, Inc.",ticker_fallback
22803,19249J30,CWBR,,,not_found
28296,96949010,CWEI,,,not_found
19071,13462K10,CWH,1669779.0,Camping World Holdings Inc,cusip_link
65702,14744810,CWST,911177.0,CASELLA WASTE SYSTEMS INC,ticker_fallback
2628,13078810,CWT,1035201.0,CALIFORNIA WATER SERVICE GROUP,ticker_fallback
64304,19306820,CWTR,,,not_found
37526,23248B10,CXAI,1820875.0,CXApp Inc,cusip_link
178327,16948F10,CXDC,1353970.0,China XD Plastics Co Ltd,cusip_link
164665,12618H30,CXG,1335793.0,CNX GAS CORP,cusip_link
38915,85208T10,CXM,1569345.0,Sprinklr Inc,cusip_link
177884,20605P10,CXO,1358071.0,CONCHO RESOURCES INC,cusip_link
25745,22662K20,CXPO,813779.0,CRIMSON EXPLORATION INC,cusip_link
42284,22444110,CXT,25445.0,"Crane NXT, Co.",ticker_fallback
12215,23280610,CY,,,not_found
12575,23243730,CYAN,768408.0,CYANOTECH CORP,ticker_fallback
14108,23251710,CYBE,,,not_found
6839,23252E10,CYBI,60876.0,CYBEX INTERNATIONAL INC,cusip_link
121656,23251J10,CYBS,934280.0,CYBERSOURCE CORP,cusip_link
34746,23255M20,CYCN,1755237.0,Cyclerion Therapeutics Inc,cusip_link
178063,23248L10,CYDE,1377720.0,CYBERDEFENDER CORP,cusip_link
23714,20366810,CYH,1108109.0,COMMUNITY HEALTH SYSTEMS INC,ticker_fallback
63600,23257210,CYMI,,,not_found
17692,23247W10,CYNI,1391636.0,CYAN INC,cusip_link
164664,23257720,CYNO,,,not_found
5841,23267450,CYPB,,,not_found
162146,22905030,CYRX,1124524.0,"Cryoport, Inc.",ticker_fallback
29511,23282010,CYT,,,not_found
38925,23284P10,CYT,1662244.0,Cyteir Therapeutics Inc,cusip_link
106100,23254X20,CYTH,922247.0,Cyclo Therapeutics Inc,cusip_link
158563,23282W60,CYTK,1061983.0,CYTOKINETICS INC,ticker_fallback
254096,72941H50,CYTX,1095981.0,PLUS THERAPEUTICS INC,cusip_link
39371,23284C10,CYXT,1794905.0,Cyxtera Technologies Inc,cusip_link
20423,12768610,CZR,1590895.0,"Caesars Entertainment, Inc.",ticker_fallback
4029,25746U10,D,715957.0,DOMINION ENERGY INC,cusip_link
3761,23769010,DAIO,351998.0,DATA I/O CORP,ticker_fallback
170994,23425510,DAKP,,,not_found
29705,23426410,DAKT,915779.0,DAKTRONICS INC /SD/,ticker_fallback
3851,24736170,DAL,27904.0,"DELTA AIR LINES, INC.",ticker_fallback
3734,23582520,DAN,26780.0,DANA Inc,ticker_fallback
30651,23726610,DAR,916540.0,DARLING INGREDIENTS INC.,ticker_fallback
179428,23703P30,DARA,,,not_found
32233,23666P20,DARE,1401914.0,"Dare Bioscience, Inc.",ticker_fallback
37420,25809K10,DASH,1792789.0,DoorDash Inc,cusip_link
17695,87336U10,DATA,,,not_found
39426,23816M20,DATS,,,not_found
63930,05551A10,DAVE,1021270.0,BBQ HOLDINGS INC,cusip_link
38763,23954D10,DAWN,1845337.0,Day One Biopharmaceuticals Inc,cusip_link
3946,25365120,DBD,28823.0,"DIEBOLD NIXDORF, Inc",ticker_fallback
35152,25401N50,DBGI,1668010.0,"Digital Brands Group, Inc.",ticker_fallback
4052,29606410,DBLE,,,not_found
4072,04351G20,DBRN,1498301.0,Ascena Retail Group Inc,cusip_link
175835,25859810,DBTK,,,not_found
37863,24343R10,DBTX,1656536.0,Decibel Therapeutics Inc,cusip_link
33152,26210C10,DBX,1467623.0,DROPBOX INC,cusip_link
41111,46655E10,DC,1852353.0,Dakota Gold Corp,cusip_link
1884,25252910,DCAI,,,not_found
37146,25608610,DCGO,1822359.0,DocGo Inc.,ticker_fallback
4036,25765110,DCI,29644.0,DONALDSON Co INC,ticker_fallback
170353,25383B10,DCIN,1510326.0,DIGITAL CINEMA DESTINATIONS CORP,cusip_link
4091,26414710,DCO,30305.0,DUCOMMUN INC /DE/,ticker_fallback
32383,24344T10,DCPH,1654151.0,Deciphera Pharmaceuticals Inc,cusip_link
36788,26412010,DCT,,,not_found
140023,24661P80,DCTH,872912.0,DELCATH SYSTEMS INC,cusip_link
4087,26353410,DD,1666700.0,"DuPont de Nemours, Inc.",ticker_fallback
62288,78402X10,DDD,910638.0,3D SYSTEMS CORP,ticker_fallback
147657,26009510,DDE,,,not_found
133945,23316250,DDIC,,,not_found
187809,25386U10,DDMG,1490930.0,DIGITAL DOMAIN MEDIA GROUP INC,cusip_link
63468,26784F10,DDMX,1015483.0,DYNAMEX INC,cusip_link
35620,23804L10,DDOG,1561550.0,Datadog Inc,cusip_link
63572,25367520,DDRX,,,not_found
3964,25406710,DDS,28917.0,"DILLARD'S, INC.",ticker_fallback
3835,24419910,DE,315189.0,DEERE & CO,ticker_fallback
29015,24353710,DECK,910521.0,DECKERS OUTDOOR CORP,ticker_fallback
177465,24379J20,DEER,1388855.0,DEER CONSUMER PRODUCTS INC,cusip_link
64135,24785010,DEL,,,not_found
14489,24703L20,DELL,1571996.0,Dell Technologies Inc,cusip_link
20653,24790A10,DEN,945764.0,DENBURY INC,cusip_link
19398,24869P10,DENN,852772.0,DENNY'S Corp,cusip_link
176565,26502610,DEP,,,not_found
21617,24983L10,DERM,1557883.0,Dermira Inc,cusip_link
39941,48115J10,DERM,1867066.0,Journey Medical Corp,cusip_link
27936,25065D10,DEST,896985.0,Destination Maternity Corp,cusip_link
62655,24237020,DF,,,not_found
26863,15644G10,DFBG,844143.0,Centric Brands Inc,cusip_link
37793,26154D10,DFH,1825088.0,Dream Finders Homes Inc,cusip_link
27803,25787G10,DFIN,1669811.0,Donnelley Financial Solutions Inc,cusip_link
36237,68236X10,DFPH,1799191.0,Oncology Institute Inc,cusip_link
179094,24507710,DFRG,,,not_found
2061,06879810,DFZ,749872.0,BARRY R G CORP /OH/,cusip_link
4016,25667710,DG,29534.0,DOLLAR GENERAL CORP,ticker_fallback
3855,24774810,DGAS,,,not_found
180029,25389M87,DGI,1208208.0,DIGITALGLOBE INC,cusip_link
16710,25379810,DGII,854775.0,DIGI INTERNATIONAL INC,ticker_fallback
21076,25381F10,DGLT,1487906.0,DIGILITI MONEY GROUP INC,cusip_link
12096,29402E10,DGSE,,,not_found
64166,74834L10,DGX,1022079.0,QUEST DIAGNOSTICS INC,cusip_link
39476,24477E10,DH,1861795.0,Definitive Healthcare Corp,cusip_link
25340,23331A10,DHI,882184.0,HORTON D R INC /DE/,cusip_link
3735,23585110,DHR,313616.0,DANAHER CORP /DE/,ticker_fallback
177943,23331S10,DHX,1393883.0,DHI GROUP INC,cusip_link
38824,32055110,DIBS,1600641.0,"1stdibs.com, Inc.",ticker_fallback
39508,23345J10,DICE,1645569.0,DICE Therapeutics Inc,cusip_link
136646,28059720,DIET,,,not_found
3833,24363120,DII,,,not_found
12277,76155720,DINE,,,not_found
3969,25454310,DIOD,29002.0,DIODES INC /DEL/,ticker_fallback
3980,25468710,DIS,1744489.0,Walt Disney Co,ticker_fallback
60900,25470M10,DISH,1001082.0,DISH Network CORP,cusip_link
61122,02341Q20,DIT,928465.0,AMCON DISTRIBUTING CO,cusip_link
121153,25500T10,DITC,1080667.0,DITECH NETWORKS INC,cusip_link
174471,25541310,DIVX,,,not_found
12568,23391210,DJCO,783412.0,DAILY JOURNAL CORP,ticker_fallback
38881,25400Q10,DJT,1849635.0,Trump Media & Technology Group Corp,cusip_link
166563,24665A10,DK,1694426.0,"Delek US Holdings, Inc.",ticker_fallback
12833,24664T10,DKL,1552797.0,"Delek Logistics Partners, LP",ticker_fallback
36404,26142V10,DKNG,1883685.0,DraftKings Inc,cusip_link
150139,25339310,DKS,1089063.0,"DICK'S SPORTING GOODS, INC.",ticker_fallback
137432,24736810,DLA,,,not_found
185661,25250T20,DLGC,1366649.0,DIALOGIC INC,cusip_link
119474,24691110,DLIA,,,not_found
175299,25686H30,DLPN,1282224.0,"Dolphin Entertainment, Inc.",ticker_fallback
26335,26443V10,DLTH,1649744.0,DULUTH HOLDINGS INC,cusip_link
31587,25674610,DLTR,935703.0,"DOLLAR TREE, INC.",ticker_fallback
3863,24801910,DLX,27996.0,DELUXE CORP,ticker_fallback
37537,25058X30,DM,,,not_found
177982,25659P40,DM,1396838.0,Dolan Co,cusip_link
21918,25745410,DM,,,not_found
178113,24802R50,DMAN,1400400.0,DEMANDTEC INC,cusip_link
185703,52177G10,DMD,1365038.0,LEAF GROUP LTD,cusip_link
163627,25260310,DMND,,,not_found
17175,89892010,DMPI,,,not_found
181290,25381B10,DMRC,1089443.0,DIGIMARC CORP,cusip_link
36748,25401G40,DMS,,,not_found
20621,24984K10,DMTK,1651944.0,DermTech Inc,cusip_link
26197,25433V10,DMTX,1592288.0,Dimension Therapeutics Inc,cusip_link
39680,37611X20,DNA,1830214.0,"Ginkgo Bioworks Holdings, Inc.",ticker_fallback
25129,82640U40,DNAI,1290149.0,Sierra Oncology Inc,cusip_link
38923,19200320,DNAY,,,not_found
4094,26484T10,DNB,1799208.0,Dun & Bradstreet Holdings Inc,cusip_link
136884,24823Q10,DNDN,1107332.0,DENDREON CORP,cusip_link
3971,25454610,DNEX,,,not_found
174222,26550410,DNKN,,,not_found
32775,24823R10,DNLI,1714899.0,Denali Therapeutics Inc,cusip_link
37630,23627240,DNMR,,,not_found
20235,67011P10,DNOW,1599617.0,NOW Inc,cusip_link
133767,50101L10,DNUT,1857154.0,Krispy Kreme Inc,cusip_link
61409,25271C20,DO,949039.0,DIAMOND OFFSHORE DRILLING INC,cusip_link
38188,25402D10,DOCN,1582961.0,DigitalOcean Holdings Inc,cusip_link
38927,26622P10,DOCS,1516513.0,"Doximity, Inc.",ticker_fallback
33301,25616310,DOCU,1261333.0,"DOCUSIGN, INC.",ticker_fallback
2812,25660310,DOLE,1857475.0,Dole plc,ticker_fallback
33603,25755410,DOMO,1505952.0,"DOMO, INC.",ticker_fallback
23753,25827810,DORM,868780.0,"Dorman Products, Inc.",ticker_fallback
4058,26000310,DOV,29905.0,DOVER Corp,ticker_fallback
31657,25985T10,DOVA,1685071.0,Dova Pharmaceuticals Inc,cusip_link
165053,26041210,DOVR,,,not_found
34443,26055710,DOW,1751788.0,DOW INC.,ticker_fallback
21047,25456K10,DPLO,1610092.0,Diplomat Pharmacy Inc,cusip_link
165466,23311P10,DPM,1338065.0,DCP Midstream Partners LP,cusip_link
179700,26138E10,DPS,1418135.0,Dr Pepper Snapple Group Inc,cusip_link
64163,09175M80,DPW,,,not_found
160211,25754A20,DPZ,1286681.0,DOMINOS PIZZA INC,cusip_link
145080,85513Q30,DRAD,,,not_found
163948,26160810,DRC,,,not_found
4127,26805710,DRCO,,,not_found
40261,25461T10,DRCT,1880613.0,Direct Digital Holdings Inc,cusip_link
31846,23719410,DRI,940944.0,DARDEN RESTAURANTS INC,ticker_fallback
185363,25272T10,DRII,1566897.0,DIAMOND RESORTS INTERNATIONAL INC,cusip_link
113362,25388B10,DRIV,1062530.0,DIGITAL RIVER INC /DE,cusip_link
13505,26198320,DRJ,,,not_found
19470,25303110,DRNA,,,not_found
65671,45765110,DRQ,,,not_found
140044,26660550,DRRX,,,not_found
38477,52661A10,DRS,1833756.0,Leonardo DRS Inc,cusip_link
170961,26658A10,DRTX,1544116.0,DURATA THERAPEUTICS INC,cusip_link
37751,26210V10,DRVN,1804745.0,Driven Brands Holdings Inc,cusip_link
30205,24982750,DSCI,,,not_found
122355,26224110,DSCM,,,not_found
38441,25056L10,DSGN,1807120.0,"Design Therapeutics, Inc.",ticker_fallback
24552,23753F10,DSKE,1642453.0,Daseke Inc,cusip_link
184339,23336Q10,DSKX,1463959.0,DS HEALTHCARE GROUP INC,cusip_link
37824,92557A10,DSP,1828791.0,Viant Technology Inc,cusip_link
29722,23332B10,DSPG,915778.0,DSP GROUP INC /DE/,cusip_link
18290,26253C20,DSS,771999.0,"DSS, INC.",ticker_fallback
3707,23332610,DST,,,not_found
157217,23962Q40,DSTI,,,not_found
24171,25056510,DSW,,,not_found
35447,26815010,DT,1773383.0,"Dynatrace, Inc.",ticker_fallback
3897,23333110,DTE,936340.0,DTE ENERGY CO,ticker_fallback
66061,25674310,DTG,936340.0,DTE ENERGY CO,ticker_fallback
40224,26205E10,DTI,1884516.0,Drilling Tools International Corp,cusip_link
34883,74019P20,DTIL,1357874.0,PRECISION BIOSCIENCES INC,cusip_link
113269,23793410,DTLK,,,not_found
39041,23345M10,DTM,1842022.0,DT Midstream Inc,cusip_link
64418,25269L10,DTPI,924940.0,DIAMOND MANAGEMENT & TECHNOLOGY CONSULTANTS INC,cusip_link
26415,23811630,DTSS,2110423.0,Datasea Intelligent Technology Ltd.,ticker_fallback
179363,23786R20,DTST,1419951.0,Data Storage Corp,cusip_link
12206,25490A30,DTV,1465112.0,DIRECTV,cusip_link
4090,00160010,DUCK,30302.0,ALCO STORES INC,cusip_link
4093,26441C20,DUK,1326160.0,Duke Energy CORP,ticker_fallback
39122,26603R10,DUOL,1562088.0,Duolingo Inc,cusip_link
24898,26689810,DUSA,,,not_found
3905,00737L10,DV,730464.0,Adtalem Global Education Inc,cusip_link
38412,25862V10,DV,1819928.0,DoubleVerify Holdings Inc,cusip_link
61483,23918K10,DVA,927066.0,DAVITA INC,cusip_link
141496,26815820,DVAX,,,not_found
63708,26017410,DVD,,,not_found
14934,25179M10,DVN,837330.0,DEVON ENERGY CORP /OK/,cusip_link
184109,26817F10,DVOX,1479426.0,DYNAVOX INC,cusip_link
176238,12802T10,DVR,1364100.0,Cal Dive International Inc,cusip_link
11796,50189K10,DW,763744.0,LCI INDUSTRIES,cusip_link
160912,26153C10,DWA,1297401.0,DreamWorks Animation SKG Inc,cusip_link
25320,23791720,DWCH,,,not_found
4060,26614N10,DWDP,1666700.0,DuPont de Nemours Inc,cusip_link
187687,24802Y10,DWRE,1301031.0,DEMANDWARE INC,cusip_link
162887,25213110,DXCM,1093557.0,DEXCOM INC,ticker_fallback
111631,25213A10,DXM,1556739.0,DEX MEDIA INC,cusip_link
64223,23337740,DXPE,1020710.0,DXP ENTERPRISES INC,ticker_fallback
3807,23946710,DXR,27367.0,DAXOR CORP,ticker_fallback
4001,25551910,DXYN,29332.0,DIXIE GROUP INC,ticker_fallback
4115,26747510,DY,67215.0,DYCOM INDUSTRIES INC,ticker_fallback
112754,26746E10,DYAX,907562.0,DYAX CORP,cusip_link
25312,26779V10,DYII,890908.0,DYNACQ HEALTHCARE INC,cusip_link
25495,26817R10,DYN,1818794.0,"Dyne Therapeutics, Inc.",ticker_fallback
36911,26818M10,DYN,1818794.0,Dyne Therapeutics Inc,cusip_link
4124,26815750,DYNT,,,not_found
165147,26605B10,DYP,1086142.0,DUOYUAN PRINTING INC,cusip_link
4130,26810220,DYSL,,,not_found
28071,26821110,DZSI,,,not_found
184868,29482P10,EAC,1490165.0,ERICKSON AIR-CRANE INC,cusip_link
180150,02535110,EAG,1260996.0,AMERICAN DEFENSE SYSTEMS INC,cusip_link
187215,37951D30,EAGL,,,not_found
37080,27008720,EAR,,,not_found
14606,42236030,EAR,,,not_found
3007,10964110,EAT,703351.0,"BRINKER INTERNATIONAL, INC",ticker_fallback
34076,29975E10,EB,1475115.0,Eventbrite Inc,cusip_link
114524,27864210,EBAY,1065088.0,EBAY INC,ticker_fallback
38339,27870020,EBET,,,not_found
4390,29338910,EBF,33002.0,"ENNIS, INC.",ticker_fallback
19458,14216R10,EBIO,1485003.0,Carisma Therapeutics Inc,cusip_link
13480,27871520,EBIX,,,not_found
176022,29089Q10,EBS,1367644.0,Emergent BioSolutions Inc,cusip_link
11781,69047Q10,ECA,1792580.0,Ovintiv Inc,cusip_link
50838,30042610,ECG,2015845.0,"Everus Construction Group, Inc.",ticker_fallback
179957,27875T10,ECHO,1426945.0,ECHO GLOBAL LOGISTICS INC,cusip_link
4213,27886510,ECL,31462.0,ECOLAB INC.,ticker_fallback
113270,27885610,ECLP,,,not_found
1439,91734M10,ECOL,,,not_found
17811,15917910,ECOM,,,not_found
33614,28531P20,ECOR,1560258.0,"electroCore, Inc.",ticker_fallback
20513,61179L10,ECR,1600470.0,Montage Resources Corp,cusip_link
165710,27922Y20,ECTY,1301206.0,ECOTALITY INC,cusip_link
185428,29269A10,ECYT,1235007.0,ENDOCYTE INC,cusip_link
3413,20911510,ED,1047862.0,CONSOLIDATED EDISON INC,ticker_fallback
13630,27928510,EDAC,,,not_found
4331,29164110,EDE,,,not_found
170418,28014Q10,EDG,1537951.0,EDGEN GROUP INC,cusip_link
120816,27976510,EDGR,,,not_found
63667,28035810,EDGW,,,not_found
26874,28106W10,EDIT,1650664.0,Editas Medicine Inc,cusip_link
63907,28140M10,EDMC,880059.0,EDUCATION MANAGEMENT CORPORATION,cusip_link
35245,29260Y10,EDR,1766363.0,Endeavor Group Holdings Inc,cusip_link
4225,28147910,EDUC,31667.0,EDUCATIONAL DEVELOPMENT CORP,ticker_fallback
4241,28367785,EE,1888447.0,"Excelerate Energy, Inc.",ticker_fallback
40560,30069T10,EE,1888447.0,Excelerate Energy Inc,cusip_link
13128,27887810,EEI,,,not_found
24810,29250R10,EEP,880285.0,ENBRIDGE ENERGY PARTNERS LP,cusip_link
150838,29250X10,EEQ,1173911.0,ENBRIDGE ENERGY MANAGEMENT L L C,cusip_link
30998,29103W10,EEX,1579214.0,Emerald Expositions Events Inc,cusip_link
25774,28608210,EFII,,,not_found
64282,26843B10,EFJI,1023516.0,EF JOHNSON TECHNOLOGIES INC,cusip_link
30614,29268T50,EFOI,924168.0,"ENERGY FOCUS, INC/DE",ticker_fallback
22362,28252B85,EFSH,,,not_found
39510,28202V20,EFTR,,,not_found
4423,29442910,EFX,33185.0,EQUIFAX INC,ticker_fallback
12994,36720410,EGAS,,,not_found
65021,28291410,EGHT,1023731.0,8X8 INC /DE/,ticker_fallback
12413,29286C10,EGL,1544229.0,Engility Holdings Inc,cusip_link
4351,29265N10,EGN,277595.0,ENERGEN CORP,cusip_link
122078,62914B10,EGOV,1065332.0,NIC INC,cusip_link
19784,26979610,EGRX,,,not_found
144139,29383V30,EGT,1004673.0,Entertainment Gaming Asia Inc,cusip_link
27199,91851C20,EGY,894627.0,VAALCO ENERGY INC /DE/,cusip_link
41366,29332G10,EHAB,1803737.0,Enhabit Inc,cusip_link
33641,28249H10,EIDX,1731831.0,Eidos Therapeutics Inc,cusip_link
197559,29272B10,EIGI,1237746.0,ENDURANCE INTERNATIONAL GROUP HOLDINGS INC,cusip_link
27046,28249U20,EIGR,,,not_found
9846,28102010,EIX,827052.0,EDISON INTERNATIONAL,ticker_fallback
61567,51843910,EL,1001250.0,ESTEE LAUDER COMPANIES INC,ticker_fallback
33955,28414H10,ELAN,1739104.0,Elanco Animal Health Inc,cusip_link
39060,28623U10,ELEV,1783032.0,Elevation Oncology Inc,cusip_link
27907,26856L10,ELF,1600033.0,elf Beauty Inc,cusip_link
63083,29266S30,ELGX,1013606.0,ENDOLOGIX INC /DE/,cusip_link
37906,28504610,ELIQ,,,not_found
186955,28849P10,ELLI,1122388.0,ELLIE MAE INC,cusip_link
185125,28540910,ELMD,1488917.0,"Electromed, Inc.",ticker_fallback
4279,26873N10,ELMG,32198.0,EMS TECHNOLOGIES INC,cusip_link
39105,28489L10,ELMS,1784168.0,Electric Last Mile Solutions Inc,cusip_link
62391,27033X10,ELNK,,,not_found
112774,27874N30,ELON,31347.0,ECHELON CORP,cusip_link
187970,29013910,ELOQ,,,not_found
129840,57709710,ELOY,,,not_found
4273,28521810,ELRC,,,not_found
4275,28523310,ELSE,351789.0,ELECTRO SENSORS INC,ticker_fallback
4340,29247520,ELX,,,not_found
24978,13119310,ELY,,,not_found
39271,28658R10,ELYM,1768446.0,Eliem Therapeutics Inc,cusip_link
175903,29084T10,EM,1444598.0,EMDEON INC,cusip_link
41050,29082K10,EMBC,1872789.0,Embecta Corp,cusip_link
37607,29079J20,EMBK,,,not_found
12053,26864810,EMC,,,not_found
6223,29084Q10,EME,105634.0,EMCOR Group Inc,cusip_link
17628,29102H10,EMES,1555177.0,Emerge Energy Services LP,cusip_link
64637,29084640,EMKR,,,not_found
4186,27631710,EML,31107.0,EASTERN CO,ticker_fallback
15337,29152540,EMMS,,,not_found
29392,27743210,EMN,915389.0,EASTMAN CHEMICAL CO,ticker_fallback
4321,29101110,EMR,32604.0,EMERSON ELECTRIC CO,ticker_fallback
164571,29100P10,EMS,1334544.0,EMERGENCY MEDICAL SERVICES LP,cusip_link
277918,29355M20,ENA,922237.0,ENOVA SYSTEMS INC,cusip_link
19273,29248010,ENBL,,,not_found
22507,29257R20,ENCO,,,not_found
146137,29259G20,END,1112412.0,ENDEAVOUR INTERNATIONAL CORP,cusip_link
4352,29265910,ENER,,,not_found
39684,29281210,ENFN,,,not_found
61971,29330620,ENG,,,not_found
